Username: player1
Created @ 2020-07-09T16:39:34.710382
Password:  1234


__SIGN IN__ | @ 2020-07-09T16:39:34.876771 | Message: No Message
__GAME REPORT__ | @ 2020-07-10T13:30:38.195687 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T13:30:38.196769 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T13:30:38.355390 | Message: Draw Card -> Sorcerer's Apprentice
__GAME REPORT__ | @ 2020-07-10T13:30:38.355652 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T13:30:38.356867 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T13:30:38.483136 | Message: Draw Card -> Pyroblast
__EFFECTS VISITED__ | @ 2020-07-10T13:30:38.483277 | Message: Effect: AddCost{cost=-1, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=RECENTLY_RECEIVED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Spell@6a03cf87]
__GAME REPORT__ | @ 2020-07-10T13:30:38.483403 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T13:30:38.483846 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T13:30:38.627469 | Message: Draw Card -> Hir'eek the Bat
__GAME REPORT__ | @ 2020-07-10T13:30:38.627725 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T13:30:38.628721 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T13:30:38.931510 | Message: Draw Card -> Pyroblast
__EFFECTS VISITED__ | @ 2020-07-10T13:30:38.931719 | Message: Effect: AddCost{cost=-1, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=RECENTLY_RECEIVED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Spell@3d1ae684]
__GAME REPORT__ | @ 2020-07-10T13:30:38.931881 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T13:30:38.933018 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T13:30:39.075073 | Message: Draw Card -> Blast Wave
__GAME REPORT__ | @ 2020-07-10T13:30:39.075196 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T13:30:39.075525 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T13:30:39.239454 | Message: Draw Card -> Crazed Chemist
__EFFECTS VISITED__ | @ 2020-07-10T13:30:39.239705 | Message: Effect: AddCost{cost=-1, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=RECENTLY_RECEIVED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Minion@2a22eb4]
__GAME REPORT__ | @ 2020-07-10T13:30:39.239904 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T13:30:39.240965 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T13:30:39.367072 | Message: Draw Card -> Polymorph
__GAME REPORT__ | @ 2020-07-10T13:30:39.367200 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T13:30:39.367506 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T13:30:39.511475 | Message: Draw Card -> AmaniWarBear
__EFFECTS VISITED__ | @ 2020-07-10T13:30:39.511750 | Message: Effect: AddCost{cost=-1, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=RECENTLY_RECEIVED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Minion@65ad8b6c]
__GAME REPORT__ | @ 2020-07-10T13:30:39.511912 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T13:30:39.512669 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T13:30:39.655046 | Message: Draw Card -> RaidLeader
__GAME REPORT__ | @ 2020-07-10T13:30:39.655177 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T13:30:39.655528 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T13:30:39.802544 | Message: Draw Card -> Blast Wave
__EFFECTS VISITED__ | @ 2020-07-10T13:30:39.802632 | Message: Effect: AddCost{cost=-1, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=RECENTLY_RECEIVED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Spell@174ea5a9]
__GAME REPORT__ | @ 2020-07-10T13:30:39.802690 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T13:30:39.802935 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T13:30:39.927226 | Message: Draw Card -> Blast Wave
__GAME REPORT__ | @ 2020-07-10T13:30:39.927382 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T13:30:39.927816 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T13:30:40.231498 | Message: Draw Card -> Polymorph
__EFFECTS VISITED__ | @ 2020-07-10T13:30:40.231706 | Message: Effect: AddCost{cost=-1, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=RECENTLY_RECEIVED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Spell@3e91c6c0]
__GAME REPORT__ | @ 2020-07-10T13:30:40.231839 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T13:30:40.232575 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T13:30:40.559457 | Message: Draw Card -> Crazed Chemist
__GAME REPORT__ | @ 2020-07-10T13:30:40.559726 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T13:30:40.560532 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T13:30:40.888313 | Message: Draw Card -> Crazed Chemist
__EFFECTS VISITED__ | @ 2020-07-10T13:30:40.888458 | Message: Effect: AddCost{cost=-1, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=RECENTLY_RECEIVED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Minion@33b306ec]
__GAME REPORT__ | @ 2020-07-10T13:30:40.888514 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T13:30:40.888881 | Message: Turn Ended.
__REPORT__ | @ 2020-07-10T13:30:41.906017 | Message: Clicked On Point: java.awt.Point[x=445,y=94], P1Hand
__REPORT__ | @ 2020-07-10T13:30:41.906079 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-10T13:30:44.234927 | Message: Selected -> models.cards.Minion@5e2caece
__REPORT__ | @ 2020-07-10T13:30:44.235127 | Message: Input: P1Hand, Index: 3
__REPORT__ | @ 2020-07-10T13:30:44.817297 | Message: Clicked On Point: java.awt.Point[x=721,y=67], P1Board
__REPORT__ | @ 2020-07-10T13:30:44.817347 | Message: Input: P1Board, Index: 4
__CARD PLAYED__ | @ 2020-07-10T13:30:44.817431 | Message: AmaniWarBear
__REPORT__ | @ 2020-07-10T13:30:46.336616 | Message: Clicked On Point: java.awt.Point[x=610,y=63], P1Hand
__REPORT__ | @ 2020-07-10T13:30:46.336773 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-10T13:30:49.917498 | Message: Selected -> models.cards.Minion@2a22eb4
__REPORT__ | @ 2020-07-10T13:30:49.917617 | Message: Input: P1Hand, Index: 6
__REPORT__ | @ 2020-07-10T13:30:50.852347 | Message: Clicked On Point: java.awt.Point[x=287,y=66], P1Board
__REPORT__ | @ 2020-07-10T13:30:50.852432 | Message: Input: P1Board, Index: 1
__CARD PLAYED__ | @ 2020-07-10T13:30:50.852566 | Message: Crazed Chemist
__GAME REPORT__ | @ 2020-07-10T13:30:52.832771 | Message: Draw Card -> RaidLeader
__GAME REPORT__ | @ 2020-07-10T13:30:52.832923 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T13:30:52.833167 | Message: Turn Ended.
__REPORT__ | @ 2020-07-10T13:30:54.500709 | Message: Clicked On Point: java.awt.Point[x=107,y=139], P2HeroPower
__REPORT__ | @ 2020-07-10T13:30:54.500869 | Message: Input: P2HeroPower, Index: -1
__HERO POWER PLAYED__ | @ 2020-07-10T13:30:54.500958 | Message: Fire Blast
__REPORT__ | @ 2020-07-10T13:30:54.980763 | Message: Clicked On Point: java.awt.Point[x=58,y=95], P2Hero
__REPORT__ | @ 2020-07-10T13:30:54.980914 | Message: Input: P2Hero, Index: -1
__CARD SELECTED__ | @ 2020-07-10T13:30:54.981126 | Message: Model Selected -> Mage
__EFFECTS VISITED__ | @ 2020-07-10T13:30:54.981332 | Message: Effect: ChangeHpAttack{life=-1, attack=0, targetHP=null, targetAttack=null, sourcePlayerIndex=2, filter=CardFilter{selectingCardMethod=PLAYER_SELECTS, cardGroup=ALL, type=null, cardClass=null, sourceCard=null}}, on Models: [models.heroes.Mage@30457a4c]
__REPORT__ | @ 2020-07-10T13:30:55.901231 | Message: Clicked On Point: java.awt.Point[x=498,y=139], P2Hand
__REPORT__ | @ 2020-07-10T13:30:55.901322 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-10T13:31:01.003728 | Message: Selected -> null
__GAME REPORT__ | @ 2020-07-10T13:31:02.068548 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T13:31:02.069381 | Message: Turn Ended.
__REPORT__ | @ 2020-07-10T13:31:03.561017 | Message: Clicked On Point: java.awt.Point[x=790,y=64], P1Board
__REPORT__ | @ 2020-07-10T13:31:03.561412 | Message: Input: P1Board, Index: 4
__REPORT__ | @ 2020-07-10T13:31:04.041078 | Message: Clicked On Point: java.awt.Point[x=70,y=123], P2Hero
__REPORT__ | @ 2020-07-10T13:31:04.041514 | Message: Input: P2Hero, Index: -1
__ATTACK__ | @ 2020-07-10T13:31:04.041631 | Message: AmaniWarBear Attacked -> Mage
__REPORT__ | @ 2020-07-10T13:31:04.537240 | Message: Clicked On Point: java.awt.Point[x=247,y=61], P1Board
__REPORT__ | @ 2020-07-10T13:31:04.537410 | Message: Input: P1Board, Index: 1
__REPORT__ | @ 2020-07-10T13:31:05.113206 | Message: Clicked On Point: java.awt.Point[x=86,y=108], P2Hero
__REPORT__ | @ 2020-07-10T13:31:05.113323 | Message: Input: P2Hero, Index: -1
__ATTACK__ | @ 2020-07-10T13:31:05.113410 | Message: Crazed Chemist Attacked -> Mage
__REPORT__ | @ 2020-07-10T13:31:05.890583 | Message: Clicked On Point: java.awt.Point[x=465,y=19], P1Hand
__REPORT__ | @ 2020-07-10T13:31:05.890628 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-10T13:31:07.096091 | Message: Selected -> models.cards.Spell@6a03cf87
__REPORT__ | @ 2020-07-10T13:31:07.096221 | Message: Input: P1Hand, Index: 4
__REPORT__ | @ 2020-07-10T13:31:07.845684 | Message: Clicked On Point: java.awt.Point[x=108,y=207], P2Hero
__REPORT__ | @ 2020-07-10T13:31:07.845735 | Message: Input: P2Hero, Index: -1
__CARD SELECTED__ | @ 2020-07-10T13:31:07.845773 | Message: Model Selected -> Mage
__EFFECTS VISITED__ | @ 2020-07-10T13:31:07.845812 | Message: Effect: ChangeHpAttack{life=-10, attack=0, targetHP=null, targetAttack=null, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=PLAYER_SELECTS, cardGroup=ALL, type=null, cardClass=null, sourceCard=null}}, on Models: [models.heroes.Mage@30457a4c]
__CARD PLAYED__ | @ 2020-07-10T13:31:07.845870 | Message: Pyroblast
__GAME REPORT__ | @ 2020-07-10T13:31:09.992868 | Message: Draw Card -> Sorcerer's Apprentice
__GAME REPORT__ | @ 2020-07-10T13:31:09.993089 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T13:31:09.993962 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T13:31:10.232971 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T13:31:10.233781 | Message: Turn Ended.
__REPORT__ | @ 2020-07-10T13:31:10.876336 | Message: Clicked On Point: java.awt.Point[x=801,y=79], P1Board
__REPORT__ | @ 2020-07-10T13:31:10.876384 | Message: Input: P1Board, Index: 4
__REPORT__ | @ 2020-07-10T13:31:11.241575 | Message: Clicked On Point: java.awt.Point[x=75,y=38], P2Hero
__REPORT__ | @ 2020-07-10T13:31:11.241698 | Message: Input: P2Hero, Index: -1
__ATTACK__ | @ 2020-07-10T13:31:11.241784 | Message: AmaniWarBear Attacked -> Mage
__REPORT__ | @ 2020-07-10T13:31:11.908635 | Message: Clicked On Point: java.awt.Point[x=252,y=64], P1Board
__REPORT__ | @ 2020-07-10T13:31:11.908716 | Message: Input: P1Board, Index: 1
__REPORT__ | @ 2020-07-10T13:31:12.333528 | Message: Clicked On Point: java.awt.Point[x=167,y=78], P2Hero
__REPORT__ | @ 2020-07-10T13:31:12.333650 | Message: Input: P2Hero, Index: -1
__ATTACK__ | @ 2020-07-10T13:31:12.333735 | Message: Crazed Chemist Attacked -> Mage
__REPORT__ | @ 2020-07-10T13:31:13.911655 | Message: Clicked On Point: java.awt.Point[x=91,y=65], P1HeroPower
__REPORT__ | @ 2020-07-10T13:31:13.911724 | Message: Input: P1HeroPower, Index: -1
__HERO POWER PLAYED__ | @ 2020-07-10T13:31:13.911772 | Message: Fire Blast
__REPORT__ | @ 2020-07-10T13:31:14.441645 | Message: Clicked On Point: java.awt.Point[x=107,y=69], P2Hero
__REPORT__ | @ 2020-07-10T13:31:14.441774 | Message: Input: P2Hero, Index: -1
__CARD SELECTED__ | @ 2020-07-10T13:31:14.441941 | Message: Model Selected -> Mage
__EFFECTS VISITED__ | @ 2020-07-10T13:31:14.442069 | Message: Effect: ChangeHpAttack{life=-1, attack=0, targetHP=null, targetAttack=null, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=PLAYER_SELECTS, cardGroup=ALL, type=null, cardClass=null, sourceCard=null}}, on Models: [models.heroes.Mage@30457a4c]
__GAME REPORT__ | @ 2020-07-10T13:31:14.537210 | Message: 
__GAME REPORT__ | @ 2020-07-10T13:31:15.945138 | Message: (Quit-Interrupt)
__BUTTON CLICK__ | @ 2020-07-10T13:31:15.945206 | Message: Back Button
__ROOM CHANGE__ | @ 2020-07-10T13:31:15.995455 | Message: home
__BUTTON CLICK__ | @ 2020-07-10T13:31:17.452490 | Message: button -> Status
__ROOM CHANGE__ | @ 2020-07-10T13:31:17.504023 | Message: Status
__BUTTON CLICK__ | @ 2020-07-10T13:31:20.808774 | Message: Back Button
__ROOM CHANGE__ | @ 2020-07-10T13:31:20.857959 | Message: home
__BUTTON CLICK__ | @ 2020-07-10T13:31:29.823877 | Message: button -> Exit
__SIGN IN__ | @ 2020-07-10T13:31:37.203007 | Message: No Message
__ROOM CHANGE__ | @ 2020-07-10T13:31:37.763077 | Message: Home
__BUTTON CLICK__ | @ 2020-07-10T13:31:38.394960 | Message: button -> Status
__ROOM CHANGE__ | @ 2020-07-10T13:31:38.495416 | Message: Status
__BUTTON CLICK__ | @ 2020-07-10T13:31:39.799943 | Message: Back Button
__ROOM CHANGE__ | @ 2020-07-10T13:31:39.858293 | Message: home
__BUTTON CLICK__ | @ 2020-07-10T13:31:40.753810 | Message: button -> Exit
__SIGN IN__ | @ 2020-07-10T09:26:57.892026900 | Message: No Message
__ROOM CHANGE__ | @ 2020-07-10T09:26:58.564087400 | Message: Home
__BUTTON CLICK__ | @ 2020-07-10T09:27:01.108380600 | Message: button -> Collections
__ROOM CHANGE__ | @ 2020-07-10T09:27:01.407207200 | Message: Collections
__BUTTON CLICK__ | @ 2020-07-10T09:27:11.680525300 | Message: Select
__BUTTON CLICK__ | @ 2020-07-10T09:27:11.680525300 | Message: Select Deck -> Deck Index : 0
__BUTTON CLICK__ | @ 2020-07-10T09:27:13.595352900 | Message: Back
__BUTTON CLICK__ | @ 2020-07-10T09:27:19.330857200 | Message: Back Button
__ROOM CHANGE__ | @ 2020-07-10T09:27:19.378736 | Message: home
__BUTTON CLICK__ | @ 2020-07-10T09:27:20.656216 | Message: button -> Local Play
__SUCCESSFUL ACTION__ | @ 2020-07-10T09:27:20.657215700 | Message: Play Access Granted
__ROOM CHANGE__ | @ 2020-07-10T09:27:20.732980300 | Message: Play
__GAME REPORT__ | @ 2020-07-10T09:27:20.768258700 | Message: Game Begins
__GAME REPORT__ | @ 2020-07-10T09:27:23.175114 | Message: Activated Passive -> Zombie
__EFFECTS VISITED__ | @ 2020-07-10T09:27:23.175114 | Message: Effect: HeroPowerChanger{targetHeroPower=models.HeroPower@5c8a8cab, sourcePlayerIndex=1}
__EFFECTS VISITED__ | @ 2020-07-10T09:27:23.175114 | Message: Effect: AddCost{cost=-2, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=DETERMINED_GROUP, cardGroup=FRIENDS_DECK_HAND, type=[Spell], cardClass=null, sourceCard=null}}, on Models: [models.cards.Spell@39f45f30, models.cards.Spell@4ba94d1e, models.cards.Spell@43ce6f14, models.cards.Spell@1e27c2ce, models.cards.Spell@53113e5, models.cards.Spell@4716fe0]
__EFFECTS VISITED__ | @ 2020-07-10T09:27:23.175114 | Message: Effect: AddCost{cost=-2, sourcePlayerIndex=2, filter=CardFilter{selectingCardMethod=DETERMINED_GROUP, cardGroup=FRIENDS_DECK_HAND, type=[Spell], cardClass=null, sourceCard=null}}, on Models: [models.cards.Spell@34f706b5, models.cards.Spell@14e69357, models.cards.Spell@19c51415, models.cards.Spell@16c476a2, models.cards.Spell@1a0a1861, models.cards.Spell@3ad64c5c]
__GAME REPORT__ | @ 2020-07-10T09:27:23.175114 | Message: Shuffling Cards...
__GAME REPORT__ | @ 2020-07-10T09:27:26.183365100 | Message: Giving players starting cards
__GAME REPORT__ | @ 2020-07-10T09:27:26.183365100 | Message: Draw Card -> Ironfur Grizzly
__GAME REPORT__ | @ 2020-07-10T09:27:26.183365100 | Message: Draw Card -> Crazed Chemist
__GAME REPORT__ | @ 2020-07-10T09:27:26.183365100 | Message: Draw Card -> Crazed Chemist
__GAME REPORT__ | @ 2020-07-10T09:27:26.183365100 | Message: Draw Card -> Blast Wave
__GAME REPORT__ | @ 2020-07-10T09:27:26.183365100 | Message: Draw Card -> Ironfur Grizzly
__GAME REPORT__ | @ 2020-07-10T09:27:26.186220400 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T09:27:35.824733700 | Message: Draw Card -> RaidLeader
__GAME REPORT__ | @ 2020-07-10T09:27:35.824733700 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T09:27:35.826497900 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T09:27:39.765745600 | Message: Draw Card -> Polymorph
__GAME REPORT__ | @ 2020-07-10T09:27:39.765745600 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T09:27:39.777409100 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T09:28:10.053147800 | Message: Draw Card -> Light's Justice
__GAME REPORT__ | @ 2020-07-10T09:28:10.053147800 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T09:28:10.053147800 | Message: Turn Ended.
__REPORT__ | @ 2020-07-10T09:28:13.451738900 | Message: Clicked On Point: java.awt.Point[x=387,y=97], P2Hand
__REPORT__ | @ 2020-07-10T09:28:13.451738900 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-10T09:28:14.540772 | Message: Selected -> models.cards.Weapon@4c428b22
__REPORT__ | @ 2020-07-10T09:28:14.540772 | Message: Input: P2Hand, Index: 3
__CARD PLAYED__ | @ 2020-07-10T09:28:14.540772 | Message: Light's Justice
__GAME REPORT__ | @ 2020-07-10T09:28:18.083202700 | Message: Draw Card -> Pyroblast
__GAME REPORT__ | @ 2020-07-10T09:28:18.083202700 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T09:28:18.089596200 | Message: Turn Ended.
__REPORT__ | @ 2020-07-10T09:28:18.742993900 | Message: Clicked On Point: java.awt.Point[x=344,y=25], P1Hand
__REPORT__ | @ 2020-07-10T09:28:18.742993900 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-10T09:28:19.613320700 | Message: Selected -> models.cards.Minion@635cbe2a
__REPORT__ | @ 2020-07-10T09:28:19.613320700 | Message: Input: P1Hand, Index: 0
__REPORT__ | @ 2020-07-10T09:28:20.234880500 | Message: Clicked On Point: java.awt.Point[x=628,y=30], P1Board
__REPORT__ | @ 2020-07-10T09:28:20.234880500 | Message: Input: P1Board, Index: 4
__CARD PLAYED__ | @ 2020-07-10T09:28:20.234880500 | Message: Ironfur Grizzly
__GAME REPORT__ | @ 2020-07-10T09:28:32.982470800 | Message: Draw Card -> Crazed Chemist
__GAME REPORT__ | @ 2020-07-10T09:28:32.982470800 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T09:28:32.982470800 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T09:28:35.516568500 | Message: Draw Card -> Polymorph
__GAME REPORT__ | @ 2020-07-10T09:28:35.516568500 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T09:28:35.516568500 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T09:28:36.501906 | Message: Draw Card -> Blast Wave
__GAME REPORT__ | @ 2020-07-10T09:28:36.501906 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T09:28:36.501906 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T09:28:36.723886 | Message: Draw Card -> Crazed Chemist
__GAME REPORT__ | @ 2020-07-10T09:28:36.723886 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T09:28:36.725455200 | Message: Turn Ended.
__REPORT__ | @ 2020-07-10T09:28:38.734936 | Message: Clicked On Point: java.awt.Point[x=585,y=77], P1Board
__REPORT__ | @ 2020-07-10T09:28:38.734936 | Message: Input: P1Board, Index: 4
__REPORT__ | @ 2020-07-10T09:28:39.310316400 | Message: Clicked On Point: java.awt.Point[x=92,y=118], P2Hero
__REPORT__ | @ 2020-07-10T09:28:39.310316400 | Message: Input: P2Hero, Index: -1
__ATTACK__ | @ 2020-07-10T09:28:39.310316400 | Message: Ironfur Grizzly Attacked -> Mage
__REPORT__ | @ 2020-07-10T09:28:43.871483800 | Message: Clicked On Point: java.awt.Point[x=469,y=29], P1Hand
__REPORT__ | @ 2020-07-10T09:28:43.871483800 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-10T09:28:45.974058200 | Message: Selected -> models.cards.Minion@1bc2fc5e
__REPORT__ | @ 2020-07-10T09:28:45.974058200 | Message: Input: P1Hand, Index: 1
__REPORT__ | @ 2020-07-10T09:28:46.524681 | Message: Clicked On Point: java.awt.Point[x=188,y=40], P1Board
__REPORT__ | @ 2020-07-10T09:28:46.524681 | Message: Input: P1Board, Index: 1
__CARD PLAYED__ | @ 2020-07-10T09:28:46.524681 | Message: Ironfur Grizzly
__GAME REPORT__ | @ 2020-07-10T09:28:48.765865900 | Message: Draw Card -> RaidLeader
__GAME REPORT__ | @ 2020-07-10T09:28:48.765865900 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T09:28:48.765865900 | Message: Turn Ended.
__REPORT__ | @ 2020-07-10T09:28:51.022388900 | Message: Clicked On Point: java.awt.Point[x=355,y=103], P2Hand
__REPORT__ | @ 2020-07-10T09:28:51.022388900 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-10T09:28:52.813761 | Message: Selected -> models.cards.Spell@1a0a1861
__REPORT__ | @ 2020-07-10T09:28:52.813761 | Message: Input: P2Hand, Index: 1
__EFFECTS VISITED__ | @ 2020-07-10T09:28:52.813761 | Message: Effect: ChangeHpAttack{life=-2, attack=0, targetHP=null, targetAttack=null, sourcePlayerIndex=2, filter=CardFilter{selectingCardMethod=DETERMINED_GROUP, cardGroup=ALL_MINIONS, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Minion@1bc2fc5e, models.cards.Minion@635cbe2a]
__CARD PLAYED__ | @ 2020-07-10T09:28:52.813761 | Message: Blast Wave
__GAME REPORT__ | @ 2020-07-10T09:28:56.209203700 | Message: Draw Card -> Blast Wave
__GAME REPORT__ | @ 2020-07-10T09:28:56.209203700 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T09:28:56.209203700 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T09:28:56.353433200 | Message: Draw Card -> Hir'eek the Bat
__GAME REPORT__ | @ 2020-07-10T09:28:56.353433200 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T09:28:56.353433200 | Message: Turn Ended.
__REPORT__ | @ 2020-07-10T09:28:58.128893600 | Message: Clicked On Point: java.awt.Point[x=423,y=62], P2Hand
__REPORT__ | @ 2020-07-10T09:28:58.128893600 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-10T09:28:59.586017600 | Message: Selected -> models.cards.Minion@5a4f634c
__REPORT__ | @ 2020-07-10T09:28:59.586445500 | Message: Input: P2Hand, Index: 2
__REPORT__ | @ 2020-07-10T09:29:01.607449100 | Message: Clicked On Point: java.awt.Point[x=497,y=76], P2Board
__REPORT__ | @ 2020-07-10T09:29:01.607449100 | Message: Input: P2Board, Index: 3
__CARD PLAYED__ | @ 2020-07-10T09:29:01.607449100 | Message: Crazed Chemist
__GAME REPORT__ | @ 2020-07-10T09:29:05.483596300 | Message: Draw Card -> AmaniWarBear
__GAME REPORT__ | @ 2020-07-10T09:29:05.483596300 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T09:29:05.483596300 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T09:29:07.133963200 | Message: Draw Card -> Hir'eek the Bat
__GAME REPORT__ | @ 2020-07-10T09:29:07.133963200 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T09:29:07.133963200 | Message: Turn Ended.
__REPORT__ | @ 2020-07-10T09:29:08.100069600 | Message: Clicked On Point: java.awt.Point[x=331,y=53], P2Hand
__REPORT__ | @ 2020-07-10T09:29:08.100069600 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-10T09:29:09.413236800 | Message: Selected -> models.cards.Spell@3ad64c5c
__REPORT__ | @ 2020-07-10T09:29:09.413236800 | Message: Input: P2Hand, Index: 2
__EFFECTS VISITED__ | @ 2020-07-10T09:29:09.413236800 | Message: Effect: ChangeHpAttack{life=-2, attack=0, targetHP=null, targetAttack=null, sourcePlayerIndex=2, filter=CardFilter{selectingCardMethod=DETERMINED_GROUP, cardGroup=ALL_MINIONS, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Minion@5a4f634c, models.cards.Minion@1bc2fc5e, models.cards.Minion@635cbe2a]
__EFFECTS VISITED__ | @ 2020-07-10T09:29:09.413236800 | Message: Effect: AddToHand{sourcePlayerIndex=2, filter=CardFilter{selectingCardMethod=ONE_RANDOM, cardGroup=TYPE_CARD, type=[Spell], cardClass=Mage, sourceCard=null}}, on Models: [models.cards.Spell@6b799763]
__CARD PLAYED__ | @ 2020-07-10T09:29:09.413236800 | Message: Blast Wave
__GAME REPORT__ | @ 2020-07-10T09:29:23.599816600 | Message: Draw Card -> Pyroblast
__GAME REPORT__ | @ 2020-07-10T09:29:23.599816600 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T09:29:23.599816600 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T09:29:27.456321500 | Message: (Quit-Interrupt)
__BUTTON CLICK__ | @ 2020-07-10T09:29:27.456321500 | Message: Back Button
__ROOM CHANGE__ | @ 2020-07-10T09:29:27.505044800 | Message: home
__BUTTON CLICK__ | @ 2020-07-10T09:29:29.858944600 | Message: button -> Exit
__SIGN IN__ | @ 2020-07-10T09:30:32.625772300 | Message: No Message
__ROOM CHANGE__ | @ 2020-07-10T09:30:33.240161600 | Message: Home
__BUTTON CLICK__ | @ 2020-07-10T09:30:33.949294400 | Message: button -> Local Play
__SUCCESSFUL ACTION__ | @ 2020-07-10T09:30:33.949294400 | Message: Play Access Granted
